GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; One race-- - White,Total; Margin of Error; One race-- - White,Median income (dollars); Estimate; One race-- - White,Median income (dollars); Margin of Error; One race-- - White,Total; Estimate; One race-- - Black or African American,Total; Margin of Error; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Median income (dollars); Margin of Error; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Total; Margin of Error; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Total; Margin of Error; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Median income (dollars); Margin of Error; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Total; Margin of Error; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Median income (dollars); Margin of Error; One race-- - Some other race,Total; Estimate; Two or more races,Total; Margin of Error; Two or more races,Median income (dollars); Estimate; Two or more races,Median income (dollars); Margin of Error; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Married-couple families,Total; Margin of Error; FAMILIES - Married-couple families,Median income (dollars); Estimate; FAMILIES - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Married-couple families,"Total; Estimate; FAMILIES - Female householder, no husband present","Total; Margin of Error; FAMILIES - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Female householder, no husband present","Total; Estimate; FAMILIES - Male householder, no wife present","Total; Margin of Error; FAMILIES - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US25001010100,25001010100,"Census Tract 101, Barnstable County, Massachusetts",1687,139,46031,10134,92.7,5.2,48000,7210,4.4,3.9,24538,40777,0.0,2.1,-,**,0.5,0.8,-,**,0.0,2.1,-,**,0.0,2.1,-,**,2.4,3.1,16471,3762,1.1,1.8,-,**,91.6,5.2,47604,6839,0.0,2.1,-,**,12.7,4.2,47321,3711,65.5,6.4,45069,33167,21.8,5.8,34792,28129,399,82,65855,48279,21.3,18.6,33750,84795,78.7,18.6,66579,48134,52.6,21.4,92841,86331,40.6,21.9,47955,58658,6.8,6.7,67344,62760,1288,175,41771,12635,39.0,9.6,30724,8933,26.9,8.3,20573,6339,12.0,4.2,106094,30551,61.0,9.6,48571,10904,41.8,9.8,33523,17512,19.2,6.2,127829,114213,20.7,(X),(X),(X),41.9,(X),(X),(X),14.2,(X),(X),(X)
1400000US25001010206,25001010206,"Census Tract 102.06, Barnstable County, Massachusetts",1735,205,54959,12883,97.2,2.7,57898,11508,1.0,1.7,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.0,2.0,-,**,0.9,1.4,-,**,0.9,1.5,-,**,0.0,2.0,-,**,97.2,2.7,57898,11508,0.0,2.0,-,**,15.4,7.1,39375,44795,38.4,8.7,79803,33724,46.1,9.5,53967,13225,912,145,81167,44006,19.7,7.8,44655,43616,80.3,7.8,93241,48080,80.8,8.8,94769,28985,18.3,8.8,27159,25512,0.9,1.4,-,**,823,228,45352,23829,66.6,14.8,50000,16166,59.9,14.9,46289,22290,6.7,5.7,115234,32061,33.4,14.8,30703,47467,33.4,14.8,30703,47467,0.0,4.2,-,**,25.4,(X),(X),(X),25.5,(X),(X),(X),22.7,(X),(X),(X)
1400000US25001010208,25001010208,"Census Tract 102.08, Barnstable County, Massachusetts",771,132,81964,35577,97.8,3.7,71429,32244,0.0,4.4,-,**,2.2,3.7,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,0.0,4.4,-,**,97.8,3.7,71429,32244,0.0,4.4,-,**,12.3,8.1,34306,75454,56.5,8.9,100662,34503,31.1,8.9,61765,28268,408,102,99375,30530,19.9,12.5,100993,10573,80.1,12.5,84792,39395,79.9,11.9,101544,14624,10.5,7.3,46771,94343,9.6,10.3,34306,28418,363,101,56705,40226,52.9,14.0,83750,42611,29.2,11.9,29643,52022,23.7,14.9,156111,129767,47.1,14.0,27880,33241,32.2,16.4,19531,5936,14.9,12.1,113636,105238,21.8,(X),(X),(X),25.0,(X),(X),(X),18.2,(X),(X),(X)
1400000US25001010304,25001010304,"Census Tract 103.04, Barnstable County, Massachusetts",1074,158,70000,19784,96.9,3.5,71793,14748,0.0,3.2,-,**,2.0,3.2,-,**,1.0,1.5,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,2.0,2.1,242981,349109,95.0,4.3,71522,14859,3.6,5.7,-,**,6.1,3.9,102963,32748,49.3,8.2,74292,22431,41.0,6.5,59091,15061,652,108,80288,6010,12.1,5.7,103472,2615,87.9,5.7,78835,5320,81.4,12.1,86042,20346,5.2,3.5,42125,37827,13.3,11.8,47340,64072,422,124,39048,16519,74.6,12.2,29896,10626,59.5,14.4,30664,7338,15.2,14.9,21951,79740,25.4,12.2,98068,49533,19.2,12.3,97614,67510,6.2,7.2,122833,128365,23.3,(X),(X),(X),23.9,(X),(X),(X),22.3,(X),(X),(X)
1400000US25001010306,25001010306,"Census Tract 103.06, Barnstable County, Massachusetts",1241,145,51047,13109,96.8,3.7,49792,9175,0.0,2.8,-,**,0.0,2.8,-,**,3.2,3.7,103387,24027,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,0.0,2.8,-,**,96.8,3.7,49792,9175,1.6,2.7,-,**,12.7,6.4,60469,39037,41.8,10.1,75972,28008,43.9,10.1,46488,10101,842,119,65833,15804,24.0,11.6,92813,49668,76.0,11.6,63309,18323,77.2,10.0,80263,30937,21.0,10.2,47730,7729,1.8,2.8,-,**,399,150,26830,18883,56.6,20.9,29211,43068,51.6,21.3,46111,43554,5.0,8.2,-,**,43.4,20.9,25670,13807,40.1,20.7,25089,11994,3.3,5.0,-,**,20.6,(X),(X),(X),27.8,(X),(X),(X),5.5,(X),(X),(X)
1400000US25001010400,25001010400,"Census Tract 104, Barnstable County, Massachusetts",1459,123,53982,6720,98.4,2.2,53886,7941,0.0,2.4,-,**,0.0,2.4,-,**,0.6,1.3,"250,000+",***,0.0,2.4,-,**,0.0,2.4,-,**,1.0,1.6,-,**,2.1,1.8,58889,57050,96.4,2.6,53735,7851,2.3,3.7,-,**,10.2,2.9,66477,28900,41.3,6.9,75417,19975,46.1,6.9,39856,10424,916,116,63235,13996,16.8,7.3,26694,40817,83.2,7.3,67206,19004,77.1,9.2,69750,14580,15.0,8.9,23125,18693,8.0,6.6,27122,114362,543,146,28015,11209,57.3,15.9,29779,11760,55.8,15.7,29191,12473,1.5,2.3,-,**,42.7,15.9,26500,44201,35.7,14.6,22344,15849,7.0,7.7,223241,143245,26.5,(X),(X),(X),23.7,(X),(X),(X),29.3,(X),(X),(X)
1400000US25001010500,25001010500,"Census Tract 105, Barnstable County, Massachusetts",1339,155,67335,13377,99.5,0.9,67463,13980,0.0,2.6,-,**,0.0,2.6,-,**,0.5,0.9,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,0.0,2.6,-,**,99.5,0.9,67463,13980,0.0,2.6,-,**,10.7,5.0,41992,28588,27.2,6.5,90714,36655,62.1,6.4,66902,13386,911,113,91607,8946,13.4,4.4,70208,30294,86.6,4.4,92852,9636,85.4,6.9,95833,11883,13.8,6.8,51750,29972,0.8,1.4,-,**,428,133,39333,6711,67.5,13.1,40865,10297,66.4,13.0,40705,10722,1.2,2.1,-,**,32.5,13.1,38229,12939,24.1,10.5,28828,57764,8.4,9.1,-,**,29.6,(X),(X),(X),27.1,(X),(X),(X),35.0,(X),(X),(X)
1400000US25001010600,25001010600,"Census Tract 106, Barnstable County, Massachusetts",1593,121,67612,4910,96.2,2.6,68326,5125,3.5,2.6,45813,48302,0.0,2.2,-,**,0.3,0.5,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.0,2.2,-,**,0.0,2.2,-,**,96.2,2.6,68326,5125,0.0,2.2,-,**,7.7,3.2,73920,10612,43.8,5.5,68750,18721,48.5,4.8,64500,16074,1046,104,79881,17453,20.7,5.3,71328,39518,79.3,5.3,83060,18824,80.3,6.2,93750,18099,12.1,4.9,77679,74969,7.6,4.5,45688,10250,547,119,37669,6692,61.8,13.9,37045,15838,61.8,13.9,37045,15838,0.0,6.2,-,**,38.2,13.9,37939,12347,38.2,13.9,37939,12347,0.0,6.2,-,**,31.8,(X),(X),(X),34.7,(X),(X),(X),26.3,(X),(X),(X)
1400000US25001010700,25001010700,"Census Tract 107, Barnstable County, Massachusetts",1286,133,63036,23955,96.4,3.0,65833,30143,0.9,1.6,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.8,1.3,-,**,1.9,2.2,64643,82742,1.2,2.0,-,**,95.3,3.2,58625,30979,0.9,1.3,-,**,15.5,6.1,43199,10711,35.0,5.5,86000,13573,48.7,5.9,51293,20345,804,101,94722,11857,17.8,3.8,105781,27480,82.2,3.8,93472,17303,97.4,2.5,96563,10818,2.6,2.5,38194,32403,0.0,4.3,-,**,482,130,34167,5622,72.8,16.4,33958,5256,62.2,17.3,33191,5819,10.6,7.3,67614,37507,27.2,16.4,36607,18902,27.2,16.4,36607,18902,0.0,7.0,-,**,26.4,(X),(X),(X),27.9,(X),(X),(X),22.4,(X),(X),(X)
