GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US42101000100,42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",3399,429,2774,413,331,98,5,12,229,115,0,10,17,30,43,43,21,35,22,26
1400000US42101000200,42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",2215,381,673,212,83,75,0,10,1420,369,0,10,18,30,21,30,9,15,12,25
1400000US42101000300,42101000300,"Census Tract 3, Philadelphia County, Pennsylvania",3398,431,2628,362,215,78,0,10,392,148,0,10,55,67,108,65,9,15,99,64
1400000US42101000401,42101000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",2458,275,1399,244,293,145,14,19,612,219,0,10,8,13,132,191,0,10,132,191
1400000US42101000402,42101000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",2892,276,2610,291,39,44,0,10,228,109,0,10,0,10,15,24,0,10,15,24
1400000US42101000500,42101000500,"Census Tract 5, Philadelphia County, Pennsylvania",2267,678,841,247,782,404,23,32,400,143,0,10,141,66,80,54,35,36,45,39
1400000US42101000600,42101000600,"Census Tract 6, Philadelphia County, Pennsylvania",1534,316,1051,287,168,75,0,10,254,118,0,10,30,29,31,41,19,38,12,17
1400000US42101000700,42101000700,"Census Tract 7, Philadelphia County, Pennsylvania",2697,310,1812,284,334,222,0,10,536,236,0,10,0,10,15,24,0,10,15,24
1400000US42101000801,42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",1729,195,1321,260,122,114,0,10,210,125,0,10,58,65,18,30,18,30,0,10
1400000US42101000803,42101000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",3556,330,3125,363,16,22,106,122,265,132,0,10,0,10,44,67,44,67,0,10
1400000US42101000804,42101000804,"Census Tract 8.04, Philadelphia County, Pennsylvania",3560,411,3004,416,80,89,29,43,383,243,0,10,13,23,51,70,0,10,51,70
1400000US42101000901,42101000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",1976,238,1415,208,147,123,0,10,388,168,0,10,26,42,0,10,0,10,0,10
1400000US42101000902,42101000902,"Census Tract 9.02, Philadelphia County, Pennsylvania",2457,333,1773,317,161,93,0,10,474,111,0,10,13,21,36,24,0,10,36,24
1400000US42101001001,42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",2594,329,2296,296,69,56,0,10,122,87,0,10,0,10,107,131,0,10,107,131
1400000US42101001002,42101001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",3450,304,3139,315,30,43,3,6,232,157,0,10,0,10,46,53,0,10,46,53
1400000US42101001101,42101001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",3336,438,2893,401,204,103,0,10,180,106,0,10,5,10,54,47,0,10,54,47
1400000US42101001102,42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",2540,263,2364,259,31,33,42,71,81,69,0,10,11,19,11,17,0,10,11,17
1400000US42101001201,42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",3842,428,3382,397,65,65,44,68,211,118,0,10,8,12,132,114,0,10,132,114
1400000US42101001202,42101001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",4899,468,4058,426,310,157,0,10,315,176,0,10,98,139,118,76,18,23,100,71
1400000US42101001300,42101001300,"Census Tract 13, Philadelphia County, Pennsylvania",5232,413,3131,419,1481,352,0,15,397,153,19,29,23,36,181,104,17,27,164,100
1400000US42101001400,42101001400,"Census Tract 14, Philadelphia County, Pennsylvania",4169,498,2672,380,731,304,0,10,265,167,11,19,30,36,460,341,0,10,460,341
1400000US42101001500,42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",2810,329,2097,352,337,163,0,10,303,190,0,10,35,40,38,38,0,10,38,38
1400000US42101001600,42101001600,"Census Tract 16, Philadelphia County, Pennsylvania",1960,263,1750,229,71,82,0,10,13,21,0,10,32,42,94,100,0,10,94,100
1400000US42101001700,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",2997,234,2384,247,290,174,0,10,184,168,0,10,102,113,37,42,0,10,37,42
1400000US42101001800,42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",2879,269,2101,287,467,137,0,10,196,136,0,10,18,26,97,62,0,10,97,62
1400000US42101001900,42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",2919,307,1583,208,1182,295,11,17,85,60,0,10,11,16,47,42,0,10,47,42
1400000US42101002000,42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",2252,364,241,173,1951,354,0,10,0,10,0,10,2,4,58,58,0,10,58,58
1400000US42101002100,42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",1897,259,410,153,1398,219,0,10,10,16,0,10,5,8,74,54,0,10,74,54
