"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"5160","480","4554","475","34","41","0","17","320","177","0","17","128","121","124","118","0","17","124","118","1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia"
"3817","700","2456","416","353","165","6","14","721","268","0","12","62","56","219","108","8","18","211","109","1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia"
"4541","688","3623","486","296","266","41","95","287","171","14","22","118","132","162","111","0","12","162","111","1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia"
"6334","530","5300","407","462","381","0","17","470","212","0","17","0","17","102","64","22","27","80","62","1400000US11001000300","Census Tract 3, District of Columbia, District of Columbia"
"1428","133","1238","122","43","33","0","12","89","63","0","12","21","28","37","34","0","12","37","34","1400000US11001000400","Census Tract 4, District of Columbia, District of Columbia"
"3545","295","2943","350","162","90","0","12","82","55","0","12","271","234","87","78","20","35","67","70","1400000US11001000501","Census Tract 5.01, District of Columbia, District of Columbia"
"3371","263","2985","259","106","64","26","40","121","61","11","17","56","40","66","42","0","12","66","42","1400000US11001000502","Census Tract 5.02, District of Columbia, District of Columbia"
"4969","338","4042","427","446","187","0","12","291","205","0","12","52","74","138","114","0","12","138","114","1400000US11001000600","Census Tract 6, District of Columbia, District of Columbia"
"5873","433","4504","539","553","267","54","72","425","267","0","17","124","130","213","136","42","50","171","125","1400000US11001000701","Census Tract 7.01, District of Columbia, District of Columbia"
"3355","380","2561","402","218","122","25","41","312","138","0","12","103","60","136","82","20","32","116","74","1400000US11001000702","Census Tract 7.02, District of Columbia, District of Columbia"
"6426","511","4961","452","534","362","30","46","386","164","0","17","165","110","350","198","13","20","337","194","1400000US11001000801","Census Tract 8.01, District of Columbia, District of Columbia"
"3567","318","2658","339","321","155","0","12","292","140","0","12","80","78","216","105","61","51","155","84","1400000US11001000802","Census Tract 8.02, District of Columbia, District of Columbia"
"7448","417","5981","431","553","210","20","35","527","175","0","17","152","81","215","99","35","33","180","98","1400000US11001000901","Census Tract 9.01, District of Columbia, District of Columbia"
