GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US42101000100,42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",3042,455,2660,366,200,191,0,109,121,76,0,109,45,51,16,26,0,109,16,26
1400000US42101000200,42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",1919,270,358,115,30,47,0,109,1519,309,0,109,0,109,12,15,0,109,12,15
1400000US42101000300,42101000300,"Census Tract 3, Philadelphia County, Pennsylvania",4333,2314,2968,1629,491,490,0,109,723,266,0,109,13,20,138,89,23,28,115,81
1400000US42101000401,42101000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",1525,277,876,204,99,58,14,19,395,169,0,109,0,109,141,176,19,30,122,173
1400000US42101000402,42101000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",3156,302,2762,342,134,107,0,109,137,80,0,109,28,49,95,106,0,109,95,106
1400000US42101000500,42101000500,"Census Tract 5, Philadelphia County, Pennsylvania",1606,249,849,216,446,147,8,13,192,132,0,109,74,34,37,32,8,14,29,29
1400000US42101000600,42101000600,"Census Tract 6, Philadelphia County, Pennsylvania",1541,473,863,268,316,302,0,109,319,139,0,109,0,109,43,50,43,50,0,109
1400000US42101000700,42101000700,"Census Tract 7, Philadelphia County, Pennsylvania",2538,261,1981,275,128,87,14,24,355,180,0,109,15,23,45,45,0,109,45,45
1400000US42101000801,42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",1510,185,1188,219,76,69,0,109,186,91,0,109,0,109,60,59,0,109,60,59
1400000US42101000803,42101000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",3701,346,3107,353,27,33,73,105,455,180,0,109,39,46,0,109,0,109,0,109
1400000US42101000804,42101000804,"Census Tract 8.04, Philadelphia County, Pennsylvania",2891,357,2454,335,0,109,59,50,305,185,0,109,28,33,45,72,0,109,45,72
1400000US42101000901,42101000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",1805,324,1471,200,184,240,0,109,150,79,0,109,0,109,0,109,0,109,0,109
1400000US42101000902,42101000902,"Census Tract 9.02, Philadelphia County, Pennsylvania",2227,350,1519,271,169,92,0,109,530,149,0,109,9,15,0,109,0,109,0,109
1400000US42101001001,42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",2256,254,2103,269,76,71,0,109,63,49,0,109,0,109,14,22,0,109,14,22
1400000US42101001002,42101001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",3476,367,3282,358,71,87,0,109,88,64,0,109,0,109,35,54,0,109,35,54
1400000US42101001101,42101001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",3211,432,2767,374,173,104,21,34,155,87,0,109,71,84,24,37,0,109,24,37
1400000US42101001102,42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",2309,334,1906,309,59,97,0,109,302,181,0,109,0,109,42,67,0,109,42,67
1400000US42101001201,42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",3305,445,2931,441,78,85,48,74,137,95,0,109,67,92,44,44,0,109,44,44
1400000US42101001202,42101001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",4713,506,3938,499,307,130,29,45,312,134,0,109,55,71,72,63,0,109,72,63
1400000US42101001300,42101001300,"Census Tract 13, Philadelphia County, Pennsylvania",4822,428,2644,401,1935,315,24,37,141,109,0,109,0,109,78,85,0,109,78,85
1400000US42101001400,42101001400,"Census Tract 14, Philadelphia County, Pennsylvania",3728,470,2612,434,645,188,28,43,151,117,0,109,40,45,252,251,0,109,252,251
1400000US42101001500,42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",2600,391,1958,270,365,222,0,109,170,167,0,109,27,33,80,66,19,27,61,69
1400000US42101001600,42101001600,"Census Tract 16, Philadelphia County, Pennsylvania",2048,285,1826,250,140,103,0,109,0,109,0,109,0,109,82,89,0,109,82,89
1400000US42101001700,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",2830,286,2483,246,231,228,0,109,116,105,0,109,0,109,0,109,0,109,0,109
1400000US42101001800,42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",2918,331,2220,358,454,161,19,32,184,161,0,109,10,16,31,49,0,109,31,49
1400000US42101001900,42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",2684,610,1207,265,1349,403,0,109,0,109,0,109,35,41,93,90,0,109,93,90
1400000US42101002000,42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",1870,546,50,58,1657,531,0,109,0,109,0,109,0,109,163,158,0,109,163,158
1400000US42101002100,42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",1855,278,104,71,1677,276,0,109,33,47,0,109,0,109,41,55,0,109,41,55
1400000US42101002200,42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",1830,372,565,308,1101,257,0,109,120,80,0,109,0,109,44,41,13,19,31,36
1400000US42101002300,42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",2631,330,1973,357,141,108,0,109,457,153,0,109,12,22,48,61,15,27,33,53
1400000US42101002400,42101002400,"Census Tract 24, Philadelphia County, Pennsylvania",4549,1028,3505,1057,336,137,0,109,498,286,0,109,194,174,16,31,16,31,0,109
1400000US42101002500,42101002500,"Census Tract 25, Philadelphia County, Pennsylvania",3618,425,1874,243,1202,284,0,109,274,253,0,109,182,215,86,73,6,10,80,73
1400000US42101002701,42101002701,"Census Tract 27.01, Philadelphia County, Pennsylvania",3523,611,1161,271,1178,418,0,109,792,430,0,109,308,333,84,100,53,94,31,35
1400000US42101002702,42101002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",3339,437,3208,440,0,109,0,109,131,123,0,109,0,109,0,109,0,109,0,109
1400000US42101002801,42101002801,"Census Tract 28.01, Philadelphia County, Pennsylvania",4305,684,2142,718,306,107,0,109,1715,380,0,109,142,168,0,109,0,109,0,109
1400000US42101002802,42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",5048,576,3647,514,149,185,0,109,1015,259,0,109,204,178,33,31,0,109,33,31
1400000US42101002900,42101002900,"Census Tract 29, Philadelphia County, Pennsylvania",3788,256,3446,290,109,135,0,109,146,163,0,109,11,18,76,71,0,109,76,71
1400000US42101003001,42101003001,"Census Tract 30.01, Philadelphia County, Pennsylvania",4320,551,778,238,1053,421,36,38,2026,434,0,109,116,168,311,212,0,109,311,212
1400000US42101003002,42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",3132,688,576,213,2201,548,0,109,334,313,0,109,0,109,21,43,0,109,21,43
1400000US42101003100,42101003100,"Census Tract 31, Philadelphia County, Pennsylvania",3965,738,217,278,3736,822,0,109,0,109,0,109,12,25,0,109,0,109,0,109
1400000US42101003200,42101003200,"Census Tract 32, Philadelphia County, Pennsylvania",4857,889,329,224,4454,918,57,81,0,109,0,109,17,27,0,109,0,109,0,109
1400000US42101003300,42101003300,"Census Tract 33, Philadelphia County, Pennsylvania",6420,923,1218,383,4724,955,0,109,414,339,0,109,0,109,64,64,0,109,64,64
1400000US42101003600,42101003600,"Census Tract 36, Philadelphia County, Pennsylvania",6996,857,1421,389,4138,725,11,19,947,444,0,109,130,93,349,289,256,289,93,84
1400000US42101003701,42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania",7141,872,347,212,5253,825,23,45,1308,525,0,109,70,120,140,131,15,29,125,128
1400000US42101003702,42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania",3116,356,980,212,1656,336,0,109,480,156,0,109,0,109,0,109,0,109,0,109
1400000US42101003800,42101003800,"Census Tract 38, Philadelphia County, Pennsylvania",3866,314,3710,282,0,109,0,109,156,181,0,109,0,109,0,109,0,109,0,109
1400000US42101003901,42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania",6746,699,4246,563,773,460,11,19,1409,461,0,109,284,223,23,35,0,109,23,35
1400000US42101003902,42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania",5437,421,5205,402,108,106,0,109,13,21,0,109,27,40,84,64,59,57,25,29
1400000US42101004001,42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",4168,321,3542,324,14,27,0,109,459,208,0,109,32,36,121,137,0,109,121,137
1400000US42101004002,42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania",4617,399,4317,438,0,109,50,80,215,192,0,109,17,26,18,30,18,30,0,109
1400000US42101004101,42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",5389,870,2141,519,1134,415,84,115,1740,594,0,109,214,206,76,86,0,109,76,86
1400000US42101004102,42101004102,"Census Tract 41.02, Philadelphia County, Pennsylvania",7231,903,3442,411,924,485,56,89,2138,724,0,109,114,101,557,363,0,109,557,363
1400000US42101004201,42101004201,"Census Tract 42.01, Philadelphia County, Pennsylvania",5639,712,4264,562,413,236,0,109,592,494,0,109,0,109,370,373,0,109,370,373
1400000US42101004202,42101004202,"Census Tract 42.02, Philadelphia County, Pennsylvania",4941,414,3851,418,433,375,0,109,500,186,0,109,109,143,48,81,0,109,48,81
1400000US42101005000,42101005000,"Census Tract 50, Philadelphia County, Pennsylvania",0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109
1400000US42101005400,42101005400,"Census Tract 54, Philadelphia County, Pennsylvania",1535,264,154,106,1157,295,0,109,144,110,0,109,10,18,70,91,0,109,70,91
1400000US42101005500,42101005500,"Census Tract 55, Philadelphia County, Pennsylvania",6427,793,607,216,5073,799,17,26,526,378,0,109,15,24,189,221,0,109,189,221
1400000US42101005600,42101005600,"Census Tract 56, Philadelphia County, Pennsylvania",1183,345,36,76,1064,328,0,109,50,59,0,109,0,109,33,35,0,109,33,35
1400000US42101006000,42101006000,"Census Tract 60, Philadelphia County, Pennsylvania",6024,786,1581,307,3998,825,47,74,170,218,0,109,84,93,144,170,115,167,29,31
1400000US42101006100,42101006100,"Census Tract 61, Philadelphia County, Pennsylvania",3438,426,576,226,2530,499,0,109,254,163,0,109,73,84,5,8,0,109,5,8
1400000US42101006200,42101006200,"Census Tract 62, Philadelphia County, Pennsylvania",4668,610,561,208,3517,633,38,43,331,219,0,109,78,90,143,160,72,100,71,116
1400000US42101006300,42101006300,"Census Tract 63, Philadelphia County, Pennsylvania",4133,709,252,124,3270,711,0,109,434,230,0,109,84,129,93,130,0,109,93,130
1400000US42101006400,42101006400,"Census Tract 64, Philadelphia County, Pennsylvania",5174,622,495,164,4164,642,0,109,501,138,0,109,0,109,14,23,0,109,14,23
1400000US42101006500,42101006500,"Census Tract 65, Philadelphia County, Pennsylvania",5249,603,96,100,4891,543,0,109,80,78,0,109,6,10,176,186,29,48,147,180
1400000US42101006600,42101006600,"Census Tract 66, Philadelphia County, Pennsylvania",4286,686,257,299,3465,616,0,109,472,147,0,109,41,46,51,119,0,109,51,119
1400000US42101006700,42101006700,"Census Tract 67, Philadelphia County, Pennsylvania",7138,860,1043,400,5023,732,0,109,622,312,18,30,298,360,134,157,0,109,134,157
1400000US42101006900,42101006900,"Census Tract 69, Philadelphia County, Pennsylvania",2881,423,126,151,2705,395,0,109,16,26,0,109,11,18,23,37,0,109,23,37
1400000US42101007000,42101007000,"Census Tract 70, Philadelphia County, Pennsylvania",4908,664,58,49,4652,670,0,109,48,72,0,109,0,109,150,153,12,20,138,154
1400000US42101007101,42101007101,"Census Tract 71.01, Philadelphia County, Pennsylvania",2838,598,103,128,2731,574,0,109,0,109,0,109,4,8,0,109,0,109,0,109
1400000US42101007102,42101007102,"Census Tract 71.02, Philadelphia County, Pennsylvania",5074,782,39,44,5001,773,0,109,34,58,0,109,0,109,0,109,0,109,0,109
1400000US42101007200,42101007200,"Census Tract 72, Philadelphia County, Pennsylvania",5424,761,51,41,5207,754,12,21,66,79,0,109,0,109,88,90,0,109,88,90
1400000US42101007300,42101007300,"Census Tract 73, Philadelphia County, Pennsylvania",3060,405,337,220,2694,358,0,109,0,109,0,109,0,109,29,37,0,109,29,37
1400000US42101007400,42101007400,"Census Tract 74, Philadelphia County, Pennsylvania",4490,537,447,185,3878,520,0,109,73,67,0,109,33,34,59,45,9,13,50,43
1400000US42101007700,42101007700,"Census Tract 77, Philadelphia County, Pennsylvania",2627,747,1160,518,710,306,2,6,577,288,0,109,30,49,148,77,0,109,148,77
1400000US42101007800,42101007800,"Census Tract 78, Philadelphia County, Pennsylvania",3963,558,2385,469,1150,324,14,22,196,137,0,109,38,41,180,132,70,80,110,85
1400000US42101007900,42101007900,"Census Tract 79, Philadelphia County, Pennsylvania",4485,623,2027,336,2074,621,0,109,218,226,0,109,150,161,16,26,0,109,16,26
1400000US42101008000,42101008000,"Census Tract 80, Philadelphia County, Pennsylvania",3600,527,548,231,2995,516,0,109,0,109,0,109,28,45,29,34,0,109,29,34
1400000US42101008101,42101008101,"Census Tract 81.01, Philadelphia County, Pennsylvania",2308,441,44,57,2197,430,0,109,43,60,0,109,0,109,24,39,0,109,24,39
1400000US42101008102,42101008102,"Census Tract 81.02, Philadelphia County, Pennsylvania",5083,545,27,38,4972,548,0,109,24,37,0,109,15,22,45,45,10,17,35,41
1400000US42101008200,42101008200,"Census Tract 82, Philadelphia County, Pennsylvania",8582,1096,61,72,8429,1082,0,109,0,109,0,109,64,100,28,35,0,109,28,35
