GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US42101000100,42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",2211,187,92207,16328,84.0,5.9,94539,14629,10.0,4.7,(X),(X),0.0,1.0,-,**,4.3,3.6,(X),(X),0.0,1.0,-,**,1.2,1.9,-,**,0.5,0.7,-,**,7.6,4.3,102093,25531,77.6,7.0,92227,13942,6.9,3.2,54444,20828,64.2,7.0,101196,11814,20.7,5.9,101080,16575,8.2,3.7,13459,11551,554,155,108676,29304,19.0,9.5,51250,27524,81.0,9.5,121507,45755,92.1,6.6,(X),(X),5.6,5.6,(X),(X),2.3,3.6,(X),(X),1657,204,80436,17378,54.8,8.5,(X),(X),43.9,7.7,(X),(X),10.9,5.5,(X),(X),45.2,8.5,(X),(X),34.2,7.9,(X),(X),11.0,4.7,(X),(X),17.4,(X),(X),(X),12.1,(X),(X),(X),19.2,(X),(X),(X)
1400000US42101000200,42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",954,95,59891,18665,41.3,7.7,112286,24763,3.7,4.6,-,**,1.2,1.8,-,**,47.6,8.0,29324,9277,0.0,2.3,-,**,1.2,1.8,-,**,5.1,5.3,42958,29872,2.3,2.4,-,**,41.3,7.7,112286,24763,5.3,4.0,(X),(X),54.7,7.4,(X),(X),23.8,4.9,(X),(X),16.1,6.1,(X),(X),431,102,51607,30661,26.7,14.5,29735,7091,73.3,14.5,67202,19825,84.7,12.2,43875,23329,4.2,4.8,-,**,11.1,11.0,83125,8443,523,114,82656,64179,44.7,16.4,(X),(X),34.4,12.8,(X),(X),10.3,8.8,(X),(X),55.3,16.4,(X),(X),27.9,11.7,(X),(X),27.3,15.7,(X),(X),27.9,(X),(X),(X),23.2,(X),(X),(X),31.7,(X),(X),(X)
1400000US42101000300,42101000300,"Census Tract 3, Philadelphia County, Pennsylvania",1717,128,81950,17284,76.8,6.0,91667,14529,6.2,3.0,(X),(X),0.0,1.3,-,**,14.6,4.7,(X),(X),0.0,1.3,-,**,0.0,1.3,-,**,2.4,3.1,-,**,6.6,4.1,90769,52578,70.6,7.1,93583,19766,5.1,2.6,47361,36232,53.1,5.0,105333,19394,19.1,4.3,139500,34402,22.7,3.9,39722,21860,623,104,127917,23748,24.7,6.4,142083,42626,75.3,6.4,123264,21831,90.9,7.3,(X),(X),2.7,2.7,(X),(X),6.4,7.1,(X),(X),1094,127,55128,11052,52.4,8.5,(X),(X),43.1,9.0,(X),(X),9.3,5.3,(X),(X),47.6,8.5,(X),(X),33.9,8.3,(X),(X),13.7,4.7,(X),(X),30.0,(X),(X),(X),28.6,(X),(X),(X),30.8,(X),(X),(X)
1400000US42101000401,42101000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",1830,102,46228,13326,63.7,8.0,67054,17927,14.8,7.2,16125,11697,0.0,1.2,-,**,20.1,6.8,(X),(X),0.0,1.2,-,**,0.4,0.7,-,**,1.0,1.1,-,**,3.8,2.0,(X),(X),60.8,8.0,71484,20950,5.4,3.6,(X),(X),47.5,6.9,(X),(X),23.2,7.8,(X),(X),23.8,5.0,(X),(X),488,112,72833,42703,9.8,5.8,18646,1429,90.2,5.8,79688,22269,89.1,6.9,(X),(X),8.6,6.1,(X),(X),2.3,3.5,(X),(X),1342,166,45351,15755,55.8,9.5,31442,16794,48.1,10.3,25929,12797,7.7,5.1,61450,43248,44.2,9.5,56860,15006,35.8,8.7,45568,17574,8.3,4.9,135577,74920,18.0,(X),(X),(X),17.0,(X),(X),(X),18.4,(X),(X),(X)
1400000US42101000402,42101000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",2445,193,52813,9622,82.2,6.7,54063,10254,5.5,4.1,75697,2124,0.0,0.9,-,**,11.1,5.7,29438,26535,0.0,0.9,-,**,0.0,0.9,-,**,1.2,1.5,-,**,0.8,1.2,-,**,81.4,6.8,52875,10381,2.5,2.3,(X),(X),31.7,6.4,(X),(X),20.9,5.9,(X),(X),44.9,6.8,(X),(X),470,142,103125,32432,3.8,5.8,-,**,96.2,5.8,102031,24083,91.7,9.7,103854,31104,8.3,9.7,-,**,0.0,4.7,-,**,1975,224,48477,11232,72.9,7.5,(X),(X),69.5,8.1,(X),(X),3.3,3.9,(X),(X),27.1,7.5,(X),(X),26.1,7.7,(X),(X),1.1,1.5,(X),(X),28.8,(X),(X),(X),37.0,(X),(X),(X),26.8,(X),(X),(X)
1400000US42101000500,42101000500,"Census Tract 5, Philadelphia County, Pennsylvania",797,63,40673,15486,55.2,8.6,39773,21725,13.7,4.8,9548,4257,0.0,2.8,-,**,27.4,7.5,50192,12201,0.0,2.8,-,**,0.6,1.0,-,**,3.1,3.3,58047,35161,7.5,4.5,(X),(X),49.2,8.4,50833,22103,17.2,5.1,(X),(X),61.6,7.4,(X),(X),16.8,6.0,(X),(X),4.4,1.1,(X),(X),102,35,101364,53553,25.5,14.7,100833,53490,74.5,14.7,102000,85341,81.4,16.1,123542,60636,18.6,16.1,-,**,0.0,19.7,-,**,695,63,28194,15172,50.6,8.6,(X),(X),41.7,7.7,(X),(X),8.9,4.8,(X),(X),49.4,8.6,(X),(X),40.1,8.1,(X),(X),9.2,3.9,(X),(X),13.2,(X),(X),(X),16.7,(X),(X),(X),12.7,(X),(X),(X)
1400000US42101000600,42101000600,"Census Tract 6, Philadelphia County, Pennsylvania",650,60,67969,16562,78.2,7.9,61607,20652,3.5,3.6,53304,42480,0.0,3.4,-,**,18.2,6.6,101094,21641,0.0,3.4,-,**,0.0,3.4,-,**,0.2,0.5,-,**,3.2,4.7,-,**,74.9,8.3,60089,17201,8.6,4.3,47188,13565,69.2,7.9,71000,26604,17.2,6.9,71500,18163,4.9,2.1,92647,56841,72,33,121136,10833,37.5,23.6,-,**,62.5,23.6,135972,16987,80.6,16.5,120455,10691,1.4,4.7,-,**,18.1,16.0,-,**,578,69,57917,13897,52.9,9.5,(X),(X),37.0,8.2,(X),(X),15.9,8.0,(X),(X),47.1,9.5,(X),(X),37.5,10.1,(X),(X),9.5,6.4,(X),(X),21.2,(X),(X),(X),22.2,(X),(X),(X),21.1,(X),(X),(X)
1400000US42101000700,42101000700,"Census Tract 7, Philadelphia County, Pennsylvania",2167,179,51842,5137,67.5,8.0,54531,20434,12.7,5.8,50446,16632,0.0,1.0,-,**,19.2,6.1,46953,35677,0.0,1.0,-,**,0.0,1.0,-,**,0.7,1.1,-,**,5.2,3.7,(X),(X),62.3,9.0,56118,28525,7.0,3.8,(X),(X),54.1,7.6,(X),(X),20.6,5.6,(X),(X),18.3,3.2,(X),(X),427,130,112607,37613,20.6,10.9,(X),(X),79.4,10.9,(X),(X),100.0,5.1,(X),(X),0.0,5.1,(X),(X),0.0,5.1,(X),(X),1740,186,44719,9155,51.8,10.0,(X),(X),45.6,9.1,(X),(X),6.3,4.9,(X),(X),48.2,10.0,(X),(X),39.3,9.6,(X),(X),8.9,6.0,(X),(X),22.1,(X),(X),(X),31.1,(X),(X),(X),17.9,(X),(X),(X)
1400000US42101000801,42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",927,81,81620,24587,82.7,9.9,89375,40016,7.0,7.1,25929,8325,0.0,2.4,-,**,6.5,6.1,(X),(X),0.0,2.4,-,**,2.8,2.9,-,**,1.0,1.6,-,**,4.0,5.2,-,**,78.7,10.7,88750,30838,7.0,4.2,(X),(X),69.9,9.6,(X),(X),10.4,4.9,(X),(X),12.7,7.5,(X),(X),277,155,173393,13704,20.6,14.0,164485,99279,79.4,14.0,173476,27484,93.5,8.7,173607,8797,3.2,6.0,-,**,3.2,5.8,-,**,650,146,53036,22399,49.1,11.3,(X),(X),21.5,10.0,(X),(X),27.5,12.2,(X),(X),50.9,11.3,(X),(X),39.7,11.6,(X),(X),11.2,8.1,(X),(X),18.6,(X),(X),(X),23.5,(X),(X),(X),16.5,(X),(X),(X)
