GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",2201,315,733,228,1134,261,0,11,48,55,0,11,86,119,200,155,55,72,145,153
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",5198,764,530,192,4244,650,0,16,8,30,0,16,130,158,286,387,0,16,286,387
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",5519,785,2503,344,2270,697,0,16,86,97,0,16,71,66,589,340,143,162,446,305
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",2367,212,2092,257,195,140,5,8,53,50,0,11,0,11,22,36,22,36,0,11
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",4578,458,3249,402,701,354,0,11,481,248,0,11,78,86,69,59,0,11,69,59
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",4994,616,3462,436,841,190,17,34,321,132,2,4,144,83,207,74,69,33,138,74
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",3732,389,2046,396,936,283,17,20,268,238,0,11,128,134,337,240,43,45,294,235
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",3711,328,2805,314,343,122,0,11,279,129,6,12,82,55,196,108,42,43,154,102
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",3688,571,1555,413,1481,428,16,25,313,167,0,11,189,178,134,106,54,65,80,66
1400000US36001000700,36001000700,"Census Tract 7, Albany County, New York",3793,480,334,149,3161,425,0,11,0,11,0,11,161,220,137,91,33,46,104,81
1400000US36001000800,36001000800,"Census Tract 8, Albany County, New York",2111,274,398,147,1370,302,6,10,174,179,0,11,114,104,49,39,0,11,49,39
1400000US36001001100,36001001100,"Census Tract 11, Albany County, New York",1121,186,593,137,466,137,4,7,50,57,0,11,8,12,0,11,0,11,0,11
1400000US36001001400,36001001400,"Census Tract 14, Albany County, New York",3428,409,2771,352,201,121,0,11,386,424,0,11,33,49,37,52,0,11,37,52
1400000US36001001500,36001001500,"Census Tract 15, Albany County, New York",4492,602,3104,566,725,337,43,31,295,200,0,11,29,50,296,183,18,28,278,180
1400000US36001001600,36001001600,"Census Tract 16, Albany County, New York",4063,359,3056,351,473,135,0,11,260,167,0,11,57,50,217,127,7,15,210,129
1400000US36001001700,36001001700,"Census Tract 17, Albany County, New York",4766,452,3269,361,917,367,22,34,318,185,0,11,29,46,211,146,27,41,184,142
1400000US36001001801,36001001801,"Census Tract 18.01, Albany County, New York",6774,544,5663,456,602,195,0,16,420,171,0,16,51,86,38,62,0,16,38,62
1400000US36001001802,36001001802,"Census Tract 18.02, Albany County, New York",4202,373,3320,409,393,190,13,22,290,193,0,11,9,15,177,114,0,11,177,114
1400000US36001001901,36001001901,"Census Tract 19.01, Albany County, New York",2563,309,2228,297,128,77,0,11,64,45,0,11,49,50,94,88,53,74,41,42
1400000US36001001902,36001001902,"Census Tract 19.02, Albany County, New York",2695,197,2125,302,454,233,33,50,17,26,0,11,0,11,66,51,13,20,53,47
1400000US36001002000,36001002000,"Census Tract 20, Albany County, New York",6802,827,3561,528,1800,474,0,16,426,300,20,37,187,161,808,338,18,30,790,335
1400000US36001002100,36001002100,"Census Tract 21, Albany County, New York",3131,410,1554,352,897,305,0,11,602,225,0,11,23,24,55,39,18,26,37,31
1400000US36001002200,36001002200,"Census Tract 22, Albany County, New York",2383,308,1575,225,526,268,28,37,126,107,0,11,43,59,85,61,1,4,84,60
1400000US36001002300,36001002300,"Census Tract 23, Albany County, New York",1741,281,631,236,782,201,0,11,114,126,0,11,41,35,173,138,117,130,56,51
1400000US36001002500,36001002500,"Census Tract 25, Albany County, New York",2773,376,335,109,2184,382,24,21,0,11,0,11,85,105,145,94,40,45,105,88
1400000US36001002600,36001002600,"Census Tract 26, Albany County, New York",5461,701,1183,273,3248,640,0,16,737,489,0,16,236,195,57,61,0,16,57,61
1400000US36001012700,36001012700,"Census Tract 127, Albany County, New York",2202,219,2072,223,34,37,0,11,67,104,0,11,0,11,29,37,0,11,29,37
1400000US36001012800,36001012800,"Census Tract 128, Albany County, New York",3895,384,3162,419,111,87,73,63,0,11,0,11,253,194,296,152,0,11,296,152
1400000US36001012900,36001012900,"Census Tract 129, Albany County, New York",3180,309,2689,326,171,105,0,11,40,60,0,11,49,59,231,146,0,11,231,146
1400000US36001013000,36001013000,"Census Tract 130, Albany County, New York",6918,371,6483,440,245,219,0,16,111,159,0,16,2,4,77,51,0,16,77,51
1400000US36001013100,36001013100,"Census Tract 131, Albany County, New York",2612,32,2324,175,32,40,0,11,102,140,0,11,36,63,118,68,0,11,118,68
1400000US36001013200,36001013200,"Census Tract 132, Albany County, New York",3443,309,3193,315,83,98,17,21,0,11,0,11,9,16,141,109,47,75,94,72
1400000US36001013300,36001013300,"Census Tract 133, Albany County, New York",4752,369,3727,484,778,461,0,11,61,79,0,11,12,20,174,114,0,11,174,114
1400000US36001013400,36001013400,"Census Tract 134, Albany County, New York",2055,254,1939,266,13,21,0,11,103,95,0,11,0,11,0,11,0,11,0,11
1400000US36001013503,36001013503,"Census Tract 135.03, Albany County, New York",4599,285,3678,315,247,168,0,11,502,113,0,11,14,20,158,111,11,17,147,109
1400000US36001013505,36001013505,"Census Tract 135.05, Albany County, New York",2549,228,2339,227,47,60,0,11,123,127,0,11,0,11,40,41,12,18,28,36
1400000US36001013506,36001013506,"Census Tract 135.06, Albany County, New York",6540,499,4691,556,729,416,0,16,859,308,0,16,32,50,229,169,0,16,229,169
1400000US36001013507,36001013507,"Census Tract 135.07, Albany County, New York",2536,230,2074,296,135,112,0,11,208,142,0,11,0,11,119,80,39,49,80,80
1400000US36001013508,36001013508,"Census Tract 135.08, Albany County, New York",6804,358,5877,369,269,247,0,16,486,209,0,16,72,98,100,91,61,80,39,39
1400000US36001013601,36001013601,"Census Tract 136.01, Albany County, New York",9591,503,7910,504,380,219,0,16,955,345,0,16,91,45,255,144,11,15,244,142
1400000US36001013602,36001013602,"Census Tract 136.02, Albany County, New York",4255,125,2847,353,263,208,0,11,848,327,0,11,149,137,148,146,0,11,148,146
1400000US36001013703,36001013703,"Census Tract 137.03, Albany County, New York",2781,330,2055,324,433,113,0,11,188,110,0,11,80,51,25,26,0,11,25,26
1400000US36001013705,36001013705,"Census Tract 137.05, Albany County, New York",6409,387,6244,404,73,67,0,16,69,63,0,16,0,16,23,38,0,16,23,38
1400000US36001013706,36001013706,"Census Tract 137.06, Albany County, New York",2241,137,2020,171,0,11,0,11,143,105,0,11,0,11,78,67,0,11,78,67
1400000US36001013707,36001013707,"Census Tract 137.07, Albany County, New York",6067,412,5314,575,326,346,0,16,256,171,0,16,126,203,45,48,0,16,45,48
1400000US36001013801,36001013801,"Census Tract 138.01, Albany County, New York",7294,393,6344,425,693,180,7,12,160,105,0,16,0,16,90,67,11,19,79,65
1400000US36001013802,36001013802,"Census Tract 138.02, Albany County, New York",4390,219,4134,250,29,37,0,11,89,62,0,11,0,11,138,97,0,11,138,97
1400000US36001013901,36001013901,"Census Tract 139.01, Albany County, New York",2517,174,2111,212,57,35,19,31,165,104,0,11,119,141,46,41,0,11,46,41
1400000US36001013902,36001013902,"Census Tract 139.02, Albany County, New York",5352,174,4676,302,47,60,0,16,387,271,0,16,33,49,209,129,77,83,132,105
1400000US36001014001,36001014001,"Census Tract 140.01, Albany County, New York",3973,343,3148,359,398,220,0,11,310,151,0,11,0,11,117,76,0,11,117,76
1400000US36001014002,36001014002,"Census Tract 140.02, Albany County, New York",4299,338,3786,363,285,195,0,11,48,58,0,11,116,144,64,64,43,59,21,25
1400000US36001014100,36001014100,"Census Tract 141, Albany County, New York",5143,376,4737,378,56,72,0,16,306,222,0,16,32,49,12,20,0,16,12,20
1400000US36001014201,36001014201,"Census Tract 142.01, Albany County, New York",5986,439,5106,473,181,105,0,16,349,240,0,16,109,134,241,200,0,16,241,200
1400000US36001014202,36001014202,"Census Tract 142.02, Albany County, New York",5849,298,5340,374,161,212,0,16,246,181,0,16,0,16,102,92,29,32,73,85
1400000US36001014203,36001014203,"Census Tract 142.03, Albany County, New York",5989,324,5465,367,163,140,0,16,157,117,0,16,47,65,157,110,0,16,157,110
1400000US36001014301,36001014301,"Census Tract 143.01, Albany County, New York",2836,233,2613,213,170,114,0,11,0,11,0,11,0,11,53,54,0,11,53,54
1400000US36001014302,36001014302,"Census Tract 143.02, Albany County, New York",8360,438,7538,448,135,116,0,16,479,146,0,16,135,143,73,100,17,26,56,97
1400000US36001014401,36001014401,"Census Tract 144.01, Albany County, New York",4162,16,4038,67,83,56,6,11,24,30,0,11,11,18,0,11,0,11,0,11
1400000US36001014402,36001014402,"Census Tract 144.02, Albany County, New York",3275,16,2854,224,351,220,0,11,17,27,0,11,13,22,40,59,0,11,40,59
1400000US36001014501,36001014501,"Census Tract 145.01, Albany County, New York",2354,155,2327,154,0,11,3,5,16,18,3,5,0,11,5,9,0,11,5,9
1400000US36001014502,36001014502,"Census Tract 145.02, Albany County, New York",3558,156,3447,166,0,11,14,24,8,13,0,11,0,11,89,69,25,38,64,59
1400000US36001014503,36001014503,"Census Tract 145.03, Albany County, New York",2813,17,2613,111,16,24,16,19,59,53,0,11,28,43,81,55,6,9,75,56
1400000US36001014606,36001014606,"Census Tract 146.06, Albany County, New York",3700,220,3497,235,67,72,4,7,91,84,0,11,0,11,41,41,6,9,35,41
1400000US36001014607,36001014607,"Census Tract 146.07, Albany County, New York",7963,387,7470,383,87,83,14,22,294,181,0,16,40,62,58,70,0,16,58,70
1400000US36001014608,36001014608,"Census Tract 146.08, Albany County, New York",4242,581,3535,433,266,129,8,18,316,209,0,11,59,51,58,52,0,11,58,52
1400000US36001014609,36001014609,"Census Tract 146.09, Albany County, New York",4911,342,4001,382,333,293,0,11,490,173,40,60,22,36,25,37,0,11,25,37
1400000US36001014611,36001014611,"Census Tract 146.11, Albany County, New York",1957,179,1732,146,33,41,14,27,83,69,0,11,1,2,94,103,0,11,94,103
1400000US36001014612,36001014612,"Census Tract 146.12, Albany County, New York",1609,128,1546,127,2,5,0,11,0,11,4,6,49,57,8,8,0,11,8,8
1400000US36001014613,36001014613,"Census Tract 146.13, Albany County, New York",3024,271,2951,268,28,36,0,11,0,11,0,11,32,48,13,24,0,11,13,24
1400000US36001014614,36001014614,"Census Tract 146.14, Albany County, New York",5426,338,4494,391,255,271,0,16,490,191,0,16,125,136,62,76,62,76,0,16
1400000US36001014615,36001014615,"Census Tract 146.15, Albany County, New York",2679,240,1766,239,123,116,0,11,722,189,0,11,68,93,0,11,0,11,0,11
1400000US36001014700,36001014700,"Census Tract 147, Albany County, New York",2618,163,2538,167,8,10,0,11,5,7,0,11,15,22,52,42,25,27,27,27
1400000US36001014801,36001014801,"Census Tract 148.01, Albany County, New York",2809,16,2731,38,20,23,0,11,11,14,17,24,5,8,25,18,0,11,25,18
1400000US36001014802,36001014802,"Census Tract 148.02, Albany County, New York",1942,164,1873,162,23,19,0,11,5,7,0,11,0,11,41,23,6,8,35,24
1400000US36001014803,36001014803,"Census Tract 148.03, Albany County, New York",3378,14,3294,65,21,23,0,11,63,58,0,11,0,11,0,11,0,11,0,11
1400000US36003940200,36003940200,"Census Tract 9402, Allegany County, New York",15,17,0,11,0,11,0,11,0,11,0,11,0,11,15,17,0,11,15,17
1400000US36003950100,36003950100,"Census Tract 9501, Allegany County, New York",2707,324,2575,317,0,11,4,6,64,53,0,11,51,39,13,10,7,10,6,5
1400000US36003950300,36003950300,"Census Tract 9503, Allegany County, New York",4709,280,4441,280,109,55,0,11,84,50,0,11,23,29,52,34,18,18,34,30
1400000US36003950400,36003950400,"Census Tract 9504, Allegany County, New York",3598,273,3552,276,12,22,19,22,6,9,0,11,4,7,5,8,0,11,5,8
1400000US36003950500,36003950500,"Census Tract 9505, Allegany County, New York",3638,179,3543,176,11,17,3,5,44,37,0,11,0,11,37,27,0,11,37,27
1400000US36003950600,36003950600,"Census Tract 9506, Allegany County, New York",3747,245,3621,233,26,23,15,21,3,5,0,11,45,63,37,31,0,11,37,31
1400000US36003950700,36003950700,"Census Tract 9507, Allegany County, New York",3573,223,3505,214,0,11,48,50,0,11,0,11,8,12,12,14,0,11,12,14
1400000US36003950800,36003950800,"Census Tract 9508, Allegany County, New York",6343,176,5374,232,544,135,21,24,259,59,0,16,55,44,90,41,16,17,74,39
1400000US36003950900,36003950900,"Census Tract 9509, Allegany County, New York",3873,251,3784,246,13,21,17,16,57,66,0,11,0,11,2,6,0,11,2,6
1400000US36003951000,36003951000,"Census Tract 9510, Allegany County, New York",3332,300,3301,298,10,16,12,18,0,11,0,11,0,11,9,9,3,6,6,10
1400000US36003951100,36003951100,"Census Tract 9511, Allegany County, New York",4085,303,4003,305,18,24,14,14,29,26,0,11,2,3,19,18,10,15,9,11
1400000US36003951200,36003951200,"Census Tract 9512, Allegany County, New York",4627,213,4540,212,11,15,16,17,35,30,0,11,10,15,15,16,0,11,15,16
1400000US36003951300,36003951300,"Census Tract 9513, Allegany County, New York",4140,290,4078,293,0,11,0,11,15,18,0,11,7,7,40,32,2,4,38,32
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",8430,536,1184,267,4851,364,4,7,167,88,0,16,2028,263,196,99,125,73,71,64
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",5095,488,1606,460,1423,384,7,13,331,213,0,11,1538,553,190,142,7,13,183,141
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",5572,432,1674,382,1996,398,16,25,36,39,0,16,1800,478,50,45,0,16,50,45
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",5412,451,1855,455,1806,300,0,16,0,16,0,16,1660,499,91,77,53,64,38,38
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",2569,381,828,231,814,277,0,11,39,33,0,11,835,210,53,48,6,8,47,47
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",8959,801,1857,568,4016,824,157,152,290,287,0,16,2385,685,254,288,80,101,174,267
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",4860,510,779,284,2369,658,55,44,0,11,0,11,1556,406,101,85,0,11,101,85
