GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",800,90,35900,11519,36.6,8.2,27292,9094,55.8,7.7,41667,14973,0.0,4.0,-,**,2.9,2.8,9712,79278,0.0,4.0,-,**,3.6,5.5,-,**,1.1,1.6,-,**,16.1,9.0,26728,19216,30.3,9.5,31800,12124,3.4,4.5,-,**,35.0,10.8,47716,27342,39.9,9.6,33036,22823,21.8,7.5,35769,13910,498,100,47989,16509,45.4,12.9,26324,15910,54.6,12.9,48858,1971,26.7,13.5,40625,39286,67.5,15.1,47730,31388,5.8,8.7,-,**,302,82,24375,13029,56.0,14.7,23281,20298,56.0,14.7,23281,20298,0.0,10.2,-,**,44.0,14.7,26094,20258,36.1,14.7,19612,8938,7.9,9.8,-,**,44.4,(X),(X),(X),50.0,(X),(X),(X),35.1,(X),(X),(X)
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",2209,213,20665,4142,17.7,5.7,29082,12144,79.0,6.4,19028,5396,0.0,1.5,-,**,0.3,0.7,-,**,0.0,1.5,-,**,2.1,2.5,-,**,0.9,1.4,-,**,6.9,4.1,10642,25376,15.1,5.1,34250,31679,11.7,5.8,26449,2679,40.1,7.8,17668,7974,33.8,6.7,26131,32258,14.4,5.9,17321,17932,1160,216,17885,9373,57.0,12.2,14447,14258,43.0,12.2,18990,39921,38.0,11.2,63265,33393,50.9,10.9,13794,3904,11.1,8.1,10240,16332,1049,185,20970,5931,52.2,10.6,19135,12813,47.1,11.3,18510,11844,5.1,4.1,34667,91268,47.8,10.6,21563,7608,41.8,10.9,20987,11966,6.0,4.2,27083,72021,29.9,(X),(X),(X),31.6,(X),(X),(X),25.5,(X),(X),(X)
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",2455,191,35951,8746,62.2,6.8,40927,9284,30.3,6.4,19760,13950,0.0,1.3,-,**,2.9,2.8,64228,43767,0.0,1.3,-,**,3.0,3.7,-,**,1.5,2.0,-,**,8.5,4.4,68074,71447,57.3,6.7,42016,8669,3.5,2.4,23917,20214,40.2,6.3,53563,20083,30.8,6.3,36655,7771,25.5,5.7,16975,9413,1048,173,50375,13509,52.8,10.2,37956,15460,47.2,10.2,74836,26327,31.4,8.9,99375,28806,59.8,9.9,29764,14553,8.8,7.0,25833,80652,1407,209,24118,9123,53.6,11.3,17188,6667,46.7,10.8,15924,3783,6.9,5.4,28839,38872,46.4,11.3,42159,8047,40.4,11.1,42780,8466,6.0,4.8,23667,67561,36.2,(X),(X),(X),51.8,(X),(X),(X),23.5,(X),(X),(X)
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",1023,82,71921,6952,95.4,3.6,72905,9051,3.1,3.0,-,**,0.0,3.1,-,**,1.5,1.8,-,**,0.0,3.1,-,**,0.0,3.1,-,**,0.0,3.1,-,**,1.0,1.5,-,**,94.4,3.8,72568,8485,0.0,3.1,-,**,23.5,5.7,74375,23943,31.5,7.9,72885,11918,45.1,7.9,68427,19602,382,77,103587,12874,26.7,9.2,74063,53848,73.3,9.2,107321,26640,80.6,10.7,118141,27919,14.9,10.0,49519,98134,4.5,6.9,-,**,641,102,49701,13247,73.3,11.8,46176,11588,58.7,11.1,39143,13162,14.7,8.1,72969,51191,26.7,11.8,68347,6802,25.7,12.1,68105,9120,0.9,1.5,-,**,27.1,(X),(X),(X),25.1,(X),(X),(X),28.2,(X),(X),(X)
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",2260,163,50952,13933,70.9,7.9,67222,14376,12.1,6.1,43413,25385,0.0,1.4,-,**,14.0,6.6,11626,29122,0.0,1.4,-,**,3.0,3.6,-,**,0.0,1.4,-,**,3.8,3.8,-,**,70.1,7.9,66042,14623,13.8,7.7,10936,3324,28.5,7.1,56389,27884,33.3,7.7,83803,31034,24.4,5.6,43472,13485,934,198,84732,13349,23.7,9.0,85670,62787,76.3,9.0,84063,15741,77.5,10.5,88676,21329,16.9,9.5,52095,37216,5.6,5.4,87321,20613,1326,199,30294,10501,65.8,11.4,19698,15275,49.6,12.3,31581,13721,16.2,10.1,10382,13827,34.2,11.4,40979,7908,25.3,9.8,40959,1827,8.9,7.8,82551,124835,28.6,(X),(X),(X),23.7,(X),(X),(X),32.1,(X),(X),(X)
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",3,5,-,**,0.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,3,5,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,(X),(X),(X),-,(X),(X),(X),0.0,(X),(X),(X)
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",1626,152,26711,5597,61.8,9.0,34018,10883,26.3,8.1,21641,4313,0.4,0.7,-,**,4.3,3.8,"2,500-",***,0.0,2.0,-,**,1.8,2.6,-,**,5.4,4.2,33182,39409,18.6,7.9,19212,38949,46.5,8.6,35833,8293,12.5,7.9,7393,26881,35.0,8.7,39625,21998,37.4,7.6,26413,4456,15.1,4.7,15789,12555,740,165,39022,13812,63.0,11.9,27045,16114,37.0,11.9,60333,37994,39.1,16.5,63750,4504,48.2,16.5,21410,4249,12.7,9.2,60500,57859,886,178,17269,9893,38.7,11.7,11825,14357,27.1,9.7,15750,14625,11.6,8.4,6321,28513,61.3,11.7,18945,14499,51.4,12.0,19336,14289,9.9,7.4,16607,64379,29.8,(X),(X),(X),24.2,(X),(X),(X),30.2,(X),(X),(X)
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",864,83,45526,9075,83.6,7.0,46579,9437,3.4,3.4,60809,5266,0.0,3.7,-,**,10.1,5.8,37132,14942,0.0,3.7,-,**,0.0,3.7,-,**,3.0,2.6,30000,88385,4.2,3.7,50417,53175,81.7,7.2,47593,8102,25.9,8.9,20577,18260,34.7,7.5,52325,5023,25.8,7.2,53750,8041,13.5,5.0,30750,54800,262,57,81250,14880,28.6,16.6,62708,29432,71.4,16.6,84375,21496,59.9,18.0,95791,5854,32.8,16.7,25500,41751,7.3,8.2,-,**,602,107,36845,6781,54.3,9.0,30469,17296,37.7,9.1,19830,26271,16.6,7.7,38750,11802,45.7,9.0,39728,6585,37.2,9.3,36765,12719,8.5,6.3,43438,15880,26.6,(X),(X),(X),45.4,(X),(X),(X),15.8,(X),(X),(X)
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",1399,112,19836,2736,51.3,9.6,17616,5883,33.7,8.6,23125,12705,0.0,2.3,-,**,8.5,5.0,16513,4433,0.0,2.3,-,**,4.6,5.4,-,**,1.9,3.1,-,**,12.0,6.6,17461,7991,45.3,9.0,14608,4534,29.5,9.6,13767,2414,41.7,8.8,21224,4837,22.3,6.6,23542,26427,6.5,1.5,18664,2069,515,129,22484,12638,72.4,10.5,21640,9078,27.6,10.5,37838,20959,34.2,15.4,19149,13692,56.7,14.7,22500,13168,9.1,10.0,45474,12503,884,121,15917,2323,27.1,11.1,16176,8553,12.0,6.2,14931,3493,15.2,9.0,50900,113004,72.9,11.1,15870,2448,40.4,10.6,15557,2353,32.5,9.5,18698,9986,42.2,(X),(X),(X),37.7,(X),(X),(X),39.8,(X),(X),(X)
