GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",2235,294,602,144,1401,232,0,12,38,39,0,12,80,126,114,84,59,69,55,58
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",5412,792,630,205,4244,745,0,17,110,89,0,17,76,117,352,398,0,17,352,398
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",6421,740,2709,644,2824,603,0,17,196,163,0,17,465,461,227,158,113,135,114,64
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",2412,188,2142,202,207,128,15,23,15,23,0,12,0,12,33,46,27,44,6,12
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",4540,500,3223,466,725,406,0,12,538,321,0,12,52,64,2,4,0,12,2,4
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",4902,544,3405,438,696,135,17,21,445,140,0,12,147,64,192,70,101,57,91,49
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",3481,476,2125,505,812,297,76,99,148,128,0,12,66,68,254,185,27,40,227,175
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",3747,370,2459,297,467,160,0,12,407,164,0,12,100,56,314,158,59,56,255,155
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",3864,543,1585,444,1654,459,48,52,273,200,0,12,167,110,137,112,28,43,109,96
1400000US36001000700,36001000700,"Census Tract 7, Albany County, New York",4127,730,559,204,3020,580,79,99,0,12,0,12,319,338,150,131,74,100,76,75
1400000US36001000800,36001000800,"Census Tract 8, Albany County, New York",1862,310,335,144,1257,296,7,11,91,100,0,12,119,97,53,50,0,12,53,50
1400000US36001001100,36001001100,"Census Tract 11, Albany County, New York",1140,191,679,166,366,137,6,10,0,12,0,12,89,104,0,12,0,12,0,12
1400000US36001001400,36001001400,"Census Tract 14, Albany County, New York",2969,401,2444,432,347,259,0,12,141,140,0,12,0,12,37,42,0,12,37,42
