GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US36001000100,36001000100,"Census Tract 1, Albany County, New York",2163,287,597,174,1363,206,0,12,41,36,0,12,83,128,79,86,41,49,38,51
1400000US36001000200,36001000200,"Census Tract 2, Albany County, New York",5335,779,600,201,4356,650,0,17,15,34,0,17,117,147,247,353,0,17,247,353
1400000US36001000300,36001000300,"Census Tract 3, Albany County, New York",6077,749,2504,464,2667,788,0,17,171,147,0,17,491,487,244,174,119,141,125,91
1400000US36001000401,36001000401,"Census Tract 4.01, Albany County, New York",2380,200,2113,259,173,147,8,15,51,55,0,12,0,12,35,45,29,43,6,12
1400000US36001000403,36001000403,"Census Tract 4.03, Albany County, New York",4338,522,2893,437,857,431,0,12,486,184,0,12,68,81,34,49,0,12,34,49
1400000US36001000404,36001000404,"Census Tract 4.04, Albany County, New York",4932,492,3550,404,686,146,24,28,330,85,0,12,155,86,187,69,92,51,95,51
1400000US36001000501,36001000501,"Census Tract 5.01, Albany County, New York",3612,469,2164,394,799,235,12,18,149,131,0,12,31,43,457,361,27,40,430,360
1400000US36001000502,36001000502,"Census Tract 5.02, Albany County, New York",3721,335,2764,314,289,118,0,12,295,129,0,12,104,61,269,133,46,47,223,124
1400000US36001000600,36001000600,"Census Tract 6, Albany County, New York",4356,542,1873,489,1818,566,30,44,415,204,0,12,129,108,91,80,47,57,44,43
