ID,Station Name,Address,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
591,Kilbourn Ave & Milwaukee Ave,,15,15,In Service,41.948818,-87.74002,"(41.948818, -87.74002)"
437,Washtenaw Ave & Ogden Ave,,15,15,In Service,41.861894,-87.693511,"(41.861894, -87.693511)"
662,Dodge Ave & Mulford St,,15,15,In Service,42.023463,-87.699595,"(42.023463, -87.699595)"
181,LaSalle St & Illinois St,,31,31,In Service,41.890762,-87.631697,"(41.890762, -87.631697)"
560,Marshfield Ave & 59th St,,11,11,In Service,41.786833,-87.666215,"(41.786833, -87.666215)"
94,Clark St & Armitage Ave,,31,31,In Service,41.918306,-87.636282,"(41.918306, -87.636282)"
241,Morgan St & Polk St,,19,19,In Service,41.871737,-87.65103,"(41.871737, -87.65103)"
160,Campbell Ave & North Ave,,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)"
536,Kostner Ave & Lake St,,11,11,In Service,41.885928,-87.73541,"(41.885928, -87.73541)"
227,Southport Ave & Waveland Ave,,23,23,In Service,41.94815,-87.66394,"(41.94815, -87.66394)"
481,California Ave & Montrose Ave,,15,15,In Service,41.961068,-87.695439,"(41.961068, -87.695439)"
186,Ogden Ave & Race Ave,,15,15,In Service,41.891795,-87.658751,"(41.891795, -87.658751)"
228,Damen Ave & Melrose Ave,,15,15,In Service,41.9406,-87.6785,"(41.9406, -87.6785)"
211,St. Clair St & Erie St,,19,19,In Service,41.894448,-87.622663,"(41.894448, -87.622663)"
33,State St & Van Buren St,,27,27,In Service,41.877181,-87.627844,"(41.877181, -87.627844)"
51,Clark St & Randolph St,,39,39,In Service,41.884576228,-87.63188991,"(41.884576228, -87.63188991)"
35,Streeter Dr & Grand Ave,,47,47,In Service,41.892278,-87.612043,"(41.892278, -87.612043)"
585,Cottage Grove Ave & 83rd St,,11,11,In Service,41.743441,-87.604836,"(41.743441, -87.604836)"
602,Central St & Girard Ave,,15,15,In Service,42.064313,-87.686152,"(42.064313, -87.686152)"
297,Paulina St & Montrose Ave,,15,15,In Service,41.961507,-87.671387,"(41.961507, -87.671387)"
4,Burnham Harbor,,23,23,In Service,41.856268,-87.613348,"(41.856268, -87.613348)"
383,Paulina St & Flournoy St,,31,31,In Service,41.87295,-87.66913,"(41.87295, -87.66913)"
320,Loomis St & Lexington St,,19,19,In Service,41.872187,-87.661501,"(41.872187, -87.661501)"
535,Pulaski Rd & Congress Pkwy,,11,11,In Service,41.874325,-87.725704,"(41.874325, -87.725704)"
108,Halsted St & Polk St,,19,19,In Service,41.87184,-87.64664,"(41.87184, -87.64664)"
334,Lake Shore Dr & Belmont Ave,,19,19,In Service,41.940775,-87.639192,"(41.940775, -87.639192)"
16,Paulina Ave & North Ave,,15,15,In Service,41.910337,-87.670072,"(41.910337, -87.670072)"
212,Wells St & Hubbard St,,31,31,In Service,41.889906,-87.634266,"(41.889906, -87.634266)"
59,Wabash Ave & Roosevelt Rd,,23,23,In Service,41.867227,-87.625961,"(41.867227, -87.625961)"
523,Eastlake Ter & Rogers Ave,,15,15,In Service,42.021019,-87.665086,"(42.021019, -87.665086)"
604,Sheridan Rd & Noyes St (NU),,15,15,In Service,42.058239,-87.677432,"(42.058239, -87.677432)"
635,Fairbanks St & Superior St,,11,11,In Service,41.895748,-87.620104,"(41.895748, -87.620104)"
182,Wells St & Elm St,,23,23,In Service,41.903222,-87.634324,"(41.903222, -87.634324)"
101,63rd St Beach,,15,15,In Service,41.781016372,-87.57611976,"(41.78101637196, -87.5761197602)"
292,Southport Ave & Clark St,,11,11,In Service,41.957081,-87.664199,"(41.957081, -87.664199)"
309,Leavitt St & Armitage Ave,,11,11,In Service,41.917805,-87.682437,"(41.917805, -87.682437)"
620,Orleans St & Chestnut St (NEXT Apts),,15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)"
394,Clark St & 9th St (AMLI),,15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)"
345,Lake Park Ave & 56th St,,19,19,In Service,41.793242,-87.587782,"(41.793242, -87.587782)"
128,Damen Ave & Chicago Ave,,19,19,In Service,41.895769,-87.67722,"(41.895769, -87.67722)"
137,Morgan Ave & 14th Pl,,15,15,In Service,41.862378,-87.651062,"(41.862378, -87.651062)"
90,Millennium Park,,47,47,In Service,41.8810317,-87.62408432,"(41.8810317, -87.62408432)"
253,Winthrop Ave & Lawrence Ave,,15,15,In Service,41.968812,-87.657659,"(41.968812, -87.657659)"
650,Eggleston Ave & 69th St (*),,12,12,In Service,41.768898,-87.635876,"(41.768898, -87.635876)"
169,Canal St & Harrison St,,15,15,In Service,41.874255,-87.639573,"(41.874255, -87.639573)"
284,Michigan Ave & Jackson Blvd,,23,23,In Service,41.87785,-87.62408,"(41.87785, -87.62408)"
121,Blackstone Ave & Hyde Park Blvd,,19,19,In Service,41.802562,-87.590368,"(41.802562, -87.590368)"
231,Sheridan Rd & Montrose Ave,,23,23,In Service,41.96167,-87.65464,"(41.96167, -87.65464)"
258,Logan Blvd & Elston Ave,,27,27,In Service,41.929465,-87.684158,"(41.929465, -87.684158)"
190,Southport Ave & Wrightwood Ave,,15,15,In Service,41.928773,-87.663913,"(41.928773, -87.663913)"
549,Marshfield Ave & 44th St,,11,11,In Service,41.813996,-87.666589,"(41.813996, -87.666589)"
317,Wood St & Taylor St,,23,23,In Service,41.869154,-87.671045,"(41.869154, -87.671045)"
655,Hoyne Ave & Balmoral Ave,,15,15,In Service,41.979851,-87.681932,"(41.979851, -87.681932)"
564,Racine Ave & 65th St,,11,11,In Service,41.775393,-87.654308,"(41.775393, -87.654308)"
338,Calumet Ave & 18th St,,15,15,In Service,41.857611,-87.619407,"(41.857611, -87.619407)"
289,Wells St & Concord Ln,,19,19,In Service,41.912133,-87.634656,"(41.912133, -87.634656)"
164,Franklin St & Lake St,,27,27,In Service,41.885837,-87.6355,"(41.885837, -87.6355)"
519,Wolcott Ave & Fargo Ave,,11,11,In Service,42.016977,-87.677725,"(42.016977, -87.677725)"
195,Columbus Dr & Randolph St,,55,55,In Service,41.884728,-87.619521,"(41.884728, -87.619521)"
42,Wabash Ave & Cermak Rd,,11,11,In Service,41.852619,-87.626488,"(41.852619, -87.626488)"
72,Wabash Ave & 16th St,,39,39,In Service,41.860384,-87.625813,"(41.860384, -87.625813)"
599,Valli Produce - Evanston Plaza,,15,15,In Service,42.039742,-87.699413,"(42.039742, -87.699413)"
543,Laramie Ave & Gladys Ave,,11,11,In Service,41.875806,-87.755285,"(41.875806, -87.755285)"
572,State St & 76th St,,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)"
640,Bernard St & Elston Ave,,11,11,In Service,41.949923,-87.713949,"(41.949923, -87.713949)"
539,Cicero Ave & Quincy St,,11,11,In Service,41.877613,-87.745405,"(41.877613, -87.745405)"
312,Clarendon Ave & Gordon Ter,,15,15,In Service,41.957879,-87.649519,"(41.957879, -87.649519)"
596,Benson Ave & Church St,,15,15,In Service,42.048214,-87.683485,"(42.048214, -87.683485)"
25,Michigan Ave & Pearson St,,23,23,In Service,41.89766,-87.62351,"(41.89766, -87.62351)"
488,Pulaski Rd & Eddy St (Temp),,11,11,In Service,41.946264,-87.731023,"(41.946264, -87.731023)"
110,Dearborn St & Erie St,,27,27,In Service,41.893992,-87.629318,"(41.893992, -87.629318)"
280,Morgan St & 31st St,,11,11,In Service,41.8378,-87.65114,"(41.8378, -87.65114)"
152,Lincoln Ave & Diversey Pkwy,,15,15,In Service,41.932225,-87.658617,"(41.932225, -87.658617)"
261,Hermitage Ave & Polk St,,15,15,In Service,41.871514,-87.669886,"(41.871514, -87.669886)"
86,Eckhart Park,,19,19,In Service,41.89637337,-87.66098386,"(41.89637337, -87.66098386)"
236,Sedgwick St & Schiller St,,15,15,In Service,41.907626,-87.638566,"(41.907626, -87.638566)"
502,California Ave & Altgeld St,,15,15,In Service,41.92669,-87.697668,"(41.92669, -87.697668)"
578,Bennett Ave & 79th St,,11,11,In Service,41.751785,-87.578496,"(41.751785, -87.578496)"
205,Paulina St & 18th St,,15,15,In Service,41.857901,-87.668745,"(41.857901, -87.668745)"
552,Ashland Ave & McDowell Ave,,11,11,In Service,41.80887,-87.66454,"(41.80887, -87.66454)"
341,Adler Planetarium,,39,39,In Service,41.866095,-87.607267,"(41.866095, -87.607267)"
568,Vincennes Ave & 75th St,,7,7,In Service,41.75797,-87.63121,"(41.75797, -87.63121)"
219,Damen Ave & Cortland St,,19,19,In Service,41.915983,-87.677335,"(41.915983, -87.677335)"
313,Lakeview Ave & Fullerton Pkwy,,19,19,In Service,41.925858,-87.638973,"(41.925858, -87.638973)"
429,Cottage Grove Ave & 67th St,,11,11,In Service,41.773720952,-87.60563486,"(41.77372095205, -87.60563486)"
175,Wells St & Polk St,,19,19,In Service,41.872596,-87.633502,"(41.872596, -87.633502)"
643,Smith Park (*),,16,16,In Service,41.892048,-87.689397,"(41.892048, -87.689397)"
285,Wood St & Hubbard St,,19,19,In Service,41.889899,-87.671473,"(41.889899, -87.671473)"
623,Michigan Ave & 8th St,,43,43,In Service,41.872773,-87.623981,"(41.872773, -87.623981)"
557,Seeley Ave & Garfield Blvd,,11,11,In Service,41.794087,-87.675478,"(41.794087, -87.675478)"
601,Central St Metra,,15,15,In Service,42.063598,-87.69873,"(42.063598, -87.69873)"
569,Woodlawn Ave & 75th St,,11,11,In Service,41.75916,-87.595751,"(41.75916, -87.595751)"
81,Daley Center Plaza,,39,39,In Service,41.884241,-87.629634,"(41.884241, -87.629634)"
636,Orleans St & Hubbard St,,11,11,In Service,41.890028,-87.636618,"(41.890028, -87.636618)"
301,Clark St & Schiller St,,19,19,In Service,41.907993,-87.631501,"(41.907993, -87.631501)"
194,Wabash Ave & Wacker Pl,,19,19,In Service,41.886875,-87.62603,"(41.886875, -87.62603)"
592,Knox Ave & Montrose Ave,,11,11,In Service,41.960631,-87.745359,"(41.960631, -87.745359)"
265,Cottage Grove Ave & Oakwood Blvd,,15,15,In Service,41.822985,-87.6071,"(41.822985, -87.6071)"
114,Sheffield Ave & Waveland Ave,,27,27,In Service,41.949399,-87.654529,"(41.949399, -87.654529)"
224,Halsted St & Willow St,,19,19,In Service,41.913865,-87.648755,"(41.913865, -87.648755)"
658,Leavitt St & Division St (*),,16,15,In Service,41.902997,-87.683825,"(41.902997, -87.683825)"
140,Dearborn Pkwy & Delaware Pl,,19,19,In Service,41.898969,-87.629912,"(41.898969, -87.629912)"
581,Commercial Ave & 83rd St,,11,11,In Service,41.744615,-87.551208,"(41.744615, -87.551208)"
97,Field Museum,,55,55,In Service,41.865312,-87.617867,"(41.865312, -87.617867)"
229,Southport Ave & Roscoe St,,19,19,In Service,41.943739,-87.66402,"(41.943739, -87.66402)"
171,May St & Cullerton St,,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)"
223,Clifton Ave & Armitage Ave,,15,15,In Service,41.918216,-87.656936,"(41.918216, -87.656936)"
432,Clark St & Lunt Ave,,19,19,In Service,42.009074,-87.67419,"(42.009074, -87.67419)"
324,Stockton Dr & Wrightwood Ave,,15,15,In Service,41.93132,-87.638742,"(41.93132, -87.638742)"
201,Indiana Ave & 40th St,,11,11,In Service,41.82168,-87.6216,"(41.82168, -87.6216)"
330,Lincoln Ave & Addison St,,19,19,In Service,41.946176,-87.673308,"(41.946176, -87.673308)"
350,Ashland Ave & Chicago Ave,,15,15,In Service,41.895966,-87.667747,"(41.895966, -87.667747)"
296,Broadway & Belmont Ave,,19,19,In Service,41.940106,-87.645451,"(41.940106, -87.645451)"
586,MLK Jr Dr & 83rd St,,11,11,In Service,41.743116,-87.6148,"(41.743116, -87.6148)"
402,Shields Ave & 31st St,,15,15,In Service,41.838464,-87.635406,"(41.838464, -87.635406)"
627,LaSalle Dr & Huron St,,19,19,In Service,41.894877,-87.632326,"(41.894877, -87.632326)"
483,Avondale Ave & Irving Park Rd,,19,19,In Service,41.953393,-87.732002,"(41.953393, -87.732002)"
647,Elizabeth St & 59th St,,7,7,In Service,41.786691,-87.655859,"(41.786691, -87.655859)"
605,University Library (NU),,15,15,In Service,42.052939,-87.673447,"(42.052939, -87.673447)"
75,Canal St & Jackson Blvd,,47,47,In Service,41.877245,-87.639366,"(41.877245, -87.639366)"
496,Avers Ave & Belmont Ave,,11,11,In Service,41.939408,-87.723574,"(41.939408, -87.723574)"
590,Kilbourn Ave & Irving Park Rd,,11,11,In Service,41.953733,-87.740569,"(41.953733, -87.740569)"
131,Lincoln Ave & Belmont Ave,,15,15,In Service,41.939365,-87.668385,"(41.939365, -87.668385)"
242,Damen Ave & Leland Ave,,15,15,In Service,41.967094,-87.679028,"(41.967094, -87.679028)"
349,Halsted St & Wrightwood Ave,,15,15,In Service,41.929143,-87.649077,"(41.929143, -87.649077)"
144,Larrabee St & Webster Ave,,19,19,In Service,41.921822,-87.64414,"(41.921822, -87.64414)"
254,Pine Grove Ave & Irving Park Rd,,15,15,In Service,41.954383,-87.648043,"(41.954383, -87.648043)"
528,Pulaski Rd & Lake St,,11,11,In Service,41.885409,-87.726491,"(41.885409, -87.726491)"
163,Damen Ave & Clybourn Ave,,15,15,In Service,41.931931,-87.677856,"(41.931931, -87.677856)"
661,Evanston Civic Center,,15,15,In Service,42.057044,-87.686554,"(42.057044, -87.686554)"
273,Michigan Ave & 18th St,,23,23,In Service,41.857813,-87.62455,"(41.857813, -87.62455)"
118,Sedgwick St & North Ave,,19,19,In Service,41.911386,-87.638677,"(41.911386, -87.638677)"
243,Lincoln Ave & Sunnyside Ave,,15,15,In Service,41.963004,-87.684781,"(41.963004, -87.684781)"
93,Sheffield Ave & Willow St,,15,15,In Service,41.913688,-87.652855,"(41.913688, -87.652855)"
73,Jefferson St & Monroe St,,19,19,In Service,41.880422,-87.642746,"(41.880422, -87.642746)"
651,Michigan Ave & 71st St,,7,7,In Service,41.765286,-87.621748,"(41.765286, -87.621748)"
27,Larrabee St & North Ave,,19,19,In Service,41.91021,-87.6435,"(41.91021, -87.6435)"
283,LaSalle St & Jackson Blvd,,35,35,In Service,41.878166,-87.631929,"(41.878166, -87.631929)"
122,Ogden Ave & Congress Pkwy,,15,15,In Service,41.87501,-87.67328,"(41.87501, -87.67328)"
143,Sedgwick St & Webster Ave,,15,15,In Service,41.922167,-87.638888,"(41.922167, -87.638888)"
665,South Chicago Ave & Elliot Ave,,7,7,In Service,41.747363,-87.580046,"(41.747363, -87.580046)"
68,Clinton St & Tilden St,,23,23,In Service,41.875885,-87.640795,"(41.875885, -87.640795)"
159,Claremont Ave & Hirsch St,,11,11,In Service,41.907781,-87.685854,"(41.907781, -87.685854)"
213,Leavitt St & North Ave,,15,15,In Service,41.910153,-87.68229,"(41.910153, -87.68229)"
295,Broadway & Argyle St,,19,19,In Service,41.973815,-87.65966,"(41.973815, -87.65966)"
632,Clark St & Newport St,,15,15,In Service,41.94454,-87.654678,"(41.94454, -87.654678)"
344,Ravenswood Ave & Lawrence Ave,,47,47,In Service,41.96909,-87.674237,"(41.96909, -87.674237)"
127,Lincoln Ave & Fullerton Ave,,15,15,In Service,41.925905,-87.64926,"(41.925905, -87.64926)"
497,Kimball Ave & Belmont Ave,,15,15,In Service,41.939398,-87.711561,"(41.939398, -87.711561)"
17,Honore St & Division St,,23,23,In Service,41.903119,-87.673935,"(41.903119, -87.673935)"
477,Manor Ave & Leland Ave,,11,11,In Service,41.965875,-87.700825,"(41.965875, -87.700825)"
113,Bissell St & Armitage Ave,,15,15,In Service,41.91844,-87.65222,"(41.91844, -87.65222)"
529,Cicero Ave & Lake St,,11,11,In Service,41.886841,-87.745261,"(41.886841, -87.745261)"
153,Southport Ave & Wellington Ave,,19,19,In Service,41.935733,-87.663576,"(41.935733, -87.663576)"
660,Sheridan Rd & Columbia Ave,,15,15,In Service,42.004583,-87.661406,"(42.004583, -87.661406)"
405,Wentworth Ave & 35th St,,15,15,In Service,41.830777,-87.632504,"(41.830777, -87.632504)"
577,Stony Island Ave & South Chicago Ave,,11,11,In Service,41.751173,-87.585337,"(41.751173, -87.585337)"
148,State St & 33rd St,,15,15,In Service,41.834734,-87.625813,"(41.834734, -87.625813)"
548,Morgan St & Pershing Rd,,7,7,In Service,41.823613,-87.650931,"(41.823613, -87.650931)"
323,Sheridan Rd & Lawrence Ave,,19,19,In Service,41.969517,-87.654691,"(41.969517, -87.654691)"
274,Racine Ave & 15th St,,15,15,In Service,41.861267,-87.656625,"(41.861267, -87.656625)"
626,Delano Ct & Roosevelt Rd,,19,19,In Service,41.867491,-87.63219,"(41.867491, -87.63219)"
183,Damen Ave & Thomas St (Augusta Blvd),,23,23,In Service,41.901315,-87.677409,"(41.901315, -87.677409)"
252,Greenwood Ave & 47th St,,15,15,In Service,41.809835,-87.599383,"(41.809835, -87.599383)"
28,Larrabee St & Menomonee St,,15,15,In Service,41.91468,-87.64332,"(41.91468, -87.64332)"
264,Stetson Ave & South Water St,,19,19,In Service,41.886835,-87.62232,"(41.886835, -87.62232)"
209,Normal Ave & Archer Ave,,11,11,In Service,41.849527,-87.640591,"(41.849527, -87.640591)"
308,Seeley Ave & Roscoe St,,11,11,In Service,41.943403,-87.679618,"(41.943403, -87.679618)"
179,MLK Jr Dr & Pershing Rd,,15,15,In Service,41.8246,-87.61678,"(41.8246, -87.61678)"
318,Southport Ave & Irving Park Rd,,15,15,In Service,41.954177,-87.664358,"(41.954177, -87.664358)"
45,Michigan Ave & Ida B Wells Dr,,15,15,In Service,41.876243,-87.624426,"(41.876243, -87.624426)"
534,Karlov Ave & Madison St,,11,11,In Service,41.88085,-87.727907,"(41.88085, -87.727907)"
174,Canal St & Madison St,,35,35,In Service,41.882091,-87.639833,"(41.882091, -87.639833)"
656,Damen Ave & Walnut (Lake) St (*),,16,16,In Service,41.885951,-87.677009,"(41.885951, -87.677009)"
109,900 W Harrison St,,19,19,In Service,41.874754,-87.649807,"(41.874754, -87.649807)"
331,Halsted St & Clybourn Ave,,27,27,In Service,41.909668,-87.648128,"(41.909668, -87.648128)"
587,Wabash Ave & 83rd St,,11,11,In Service,41.743316,-87.622849,"(41.743316, -87.622849)"
138,Clybourn Ave & Division St,,15,15,In Service,41.904613,-87.640552,"(41.904613, -87.640552)"
518,Conservatory Dr & Lake St,,11,11,In Service,41.885502,-87.716866,"(41.885502, -87.716866)"
196,Cityfront Plaza Dr & Pioneer Ct,,31,31,In Service,41.890573,-87.622072,"(41.890573, -87.622072)"
355,South Shore Dr & 67th St,,15,15,In Service,41.773643,-87.567514,"(41.773643, -87.567514)"
299,Halsted St & Roscoe St,,15,15,In Service,41.94367,-87.64895,"(41.94367, -87.64895)"
91,Clinton St & Washington Blvd,,31,31,In Service,41.88338,-87.64117,"(41.88338, -87.64117)"
558,Ashland Ave & Garfield Blvd,,11,11,In Service,41.792822,-87.664429,"(41.792822, -87.664429)"
573,State St & 79th St,,11,11,In Service,41.750794,-87.624424,"(41.750794, -87.624424)"
641,Central Park Ave & Bloomingdale Ave,,11,11,In Service,41.914166,-87.716755,"(41.914166, -87.716755)"
621,Aberdeen St & Randolph St,,15,15,In Service,41.884114,-87.654264,"(41.884114, -87.654264)"
20,Sheffield Ave & Kingsbury St,,15,15,In Service,41.910522,-87.653106,"(41.910522, -87.653106)"
414,Canal St & Taylor St,,15,15,In Service,41.870257,-87.639474,"(41.870257, -87.639474)"
87,Racine Ave & Fullerton Ave,,19,19,In Service,41.92556258,-87.65840426,"(41.92556258, -87.65840426)"
234,Clark St & Montrose Ave,,19,19,In Service,41.961588,-87.666036,"(41.961588, -87.666036)"
302,Sheffield Ave & Wrightwood Ave,,31,31,In Service,41.928712,-87.653833,"(41.928712, -87.653833)"
19,Throop (Loomis) St & Taylor St,,15,15,In Service,41.868968,-87.659141,"(41.868968, -87.659141)"
