"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4189","522","2073","447","1687","405","0","15","162","225","0","15","93","65","174","108","19","29","155","104","1400000US17031010100","Census Tract 101, Cook County, Illinois"
"7083","924","3198","758","3545","743","16","27","148","138","0","15","41","39","135","195","38","43","97","188","1400000US17031010201","Census Tract 102.01, Cook County, Illinois"
"2502","424","1099","373","839","241","6","11","248","289","18","33","208","143","84","65","40","44","44","49","1400000US17031010202","Census Tract 102.02, Cook County, Illinois"
"6213","842","3429","456","1806","608","5","10","741","493","0","15","148","183","84","58","20","33","64","48","1400000US17031010300","Census Tract 103, Cook County, Illinois"
"4730","472","3427","404","660","346","0","11","395","214","0","11","93","84","155","81","49","51","106","62","1400000US17031010400","Census Tract 104, Cook County, Illinois"
"3831","417","2330","331","1190","322","0","11","100","62","0","11","17","26","194","137","0","11","194","137","1400000US17031010501","Census Tract 105.01, Cook County, Illinois"
"3690","649","2123","488","595","207","0","11","638","684","0","11","246","265","88","69","24","38","64","58","1400000US17031010502","Census Tract 105.02, Cook County, Illinois"
"2228","402","1577","385","217","100","0","11","326","113","0","11","12","25","96","78","39","61","57","49","1400000US17031010503","Census Tract 105.03, Cook County, Illinois"
"6513","606","4087","525","1910","586","4","12","106","109","0","15","87","82","319","273","0","15","319","273","1400000US17031010600","Census Tract 106, Cook County, Illinois"
"3946","385","2565","462","655","260","0","11","200","162","0","11","412","310","114","72","0","11","114","72","1400000US17031010701","Census Tract 107.01, Cook County, Illinois"
"5274","652","2978","704","1077","361","0","15","244","143","0","15","724","262","251","190","0","15","251","190","1400000US17031010702","Census Tract 107.02, Cook County, Illinois"
"3990","432","1797","388","1137","429","0","11","819","419","0","11","114","136","123","101","0","11","123","101","1400000US17031020100","Census Tract 201, Cook County, Illinois"
"6255","726","4536","730","286","213","0","15","1170","264","0","15","158","195","105","103","0","15","105","103","1400000US17031020200","Census Tract 202, Cook County, Illinois"
