"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"id","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2208","144","49.9","7.1","42.9","6.4","0.0","1.2","2.2","2.8","0.0","1.2","1.9","1.6","3.1","2.4","7.4","4.5","44.4","7.1","8.4","5.0","49.0","8.5","36.5","7.3","6.0","3.6","793","153","57.6","13.4","42.4","13.4","52.6","13.6","37.8","13.9","9.6","7.5","1415","188","51.1","9.6","41.1","8.8","10.0","5.7","48.9","9.6","43.4","10.4","5.5","4.5","26.2","(X)","27.1","(X)","25.7","(X)","32188","6014","65104","9492","22529","6429","-","**","-","**","-","**","13661","8841","10956","7144","(X)","(X)","62708","8874","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56576","25226","35331","25533","67885","26803","101354","40241","23009","9141","44038","21073","30286","8851","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","2619","169","48.5","6.5","46.9","6.8","0.0","1.0","2.2","1.7","0.0","1.0","0.6","1.0","1.8","1.5","20.1","5.6","29.6","5.3","3.8","2.7","46.6","7.6","41.8","7.4","7.8","3.5","1487","186","51.5","9.7","48.5","9.7","61.3","8.6","33.2","7.6","5.5","3.8","1132","162","50.7","10.8","42.5","11.0","8.2","4.6","49.3","10.8","20.5","9.3","28.8","10.7","38.6","(X)","41.9","(X)","34.4","(X)","39122","4929","51421","11010","29779","15661","-","**","41174","1274","-","**","-","**","(X)","(X)","31466","19775","65563","10454","20313","7618","41292","14073","35439","10389","49327","41282","41042","12266","25305","10466","54180","8985","(X)","(X)","(X)","(X)","(X)","(X)","36495","6390","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1022","88","49.7","8.0","36.2","8.6","1.2","1.7","3.8","3.5","0.0","2.7","6.0","4.0","3.1","4.2","20.1","7.7","38.6","8.1","5.7","5.0","42.1","7.9","36.2","8.4","16.0","4.8","380","88","47.6","16.1","52.4","16.1","59.7","13.3","31.3","12.6","8.9","8.6","642","111","41.3","11.3","38.8","11.1","2.5","2.8","58.7","11.3","42.7","12.6","16.0","8.8","44.1","(X)","45.0","(X)","43.6","(X)","27318","8734","50326","26775","23224","5914","-","**","(X)","(X)","-","**","36528","33222","-","**","33125","17751","55179","11661","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37692","26768","33125","25006","60568","27015","(X)","(X)","(X)","(X)","(X)","(X)","25500","2750","28750","21775","27250","13501","-","**","24025","5838","24054","8021","23942","19924","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2739","239","64.1","8.2","24.8","6.8","0.0","1.0","6.6","4.2","0.0","1.0","2.0","1.9","2.4","1.8","13.2","5.9","54.4","7.2","5.6","3.9","42.1","7.7","38.2","8.2","14.1","4.3","937","191","41.2","12.4","58.8","12.4","70.0","11.1","15.9","7.1","14.1","10.6","1802","248","45.1","9.8","39.2","9.5","5.9","4.4","54.9","9.8","40.5","9.0","14.4","7.5","35.0","(X)","48.0","(X)","28.3","(X)","37111","3900","39985","17936","23895","5952","-","**","48529","35709","-","**","(X)","(X)","(X)","(X)","39158","28329","43262","16721","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43558","13727","48480","25025","41712","16029","(X)","(X)","(X)","(X)","(X)","(X)","33750","9278","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010400","Census Tract 104, Cook County, Illinois","1869","156","74.7","7.6","15.9","6.7","0.0","1.5","5.7","3.8","0.0","1.5","0.0","1.5","3.7","2.7","6.8","4.1","69.4","8.1","12.1","5.1","42.8","8.0","30.6","6.4","14.5","6.3","645","137","31.6","13.4","68.4","13.4","75.0","13.6","19.2","14.2","5.7","6.8","1224","161","50.7","10.1","40.0","9.9","10.6","7.3","49.3","10.1","36.9","8.5","12.4","6.9","23.3","(X)","26.8","(X)","21.4","(X)","38384","6842","45669","10842","35114","11403","-","**","(X)","(X)","-","**","-","**","43750","35574","50288","28287","41705","13782","20673","15905","45030","16583","47560","10846","35386","33466","67336","17133","76250","34664","61652","31651","(X)","(X)","(X)","(X)","(X)","(X)","31964","9949","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2288","166","67.9","7.5","23.6","6.6","0.0","1.2","3.5","2.2","0.0","1.2","0.7","1.0","4.3","3.1","5.8","4.2","62.8","7.4","9.6","5.2","46.9","7.2","31.3","7.4","12.2","5.2","546","172","38.8","19.2","61.2","19.2","65.2","17.0","30.4","16.0","4.4","5.8","1742","220","49.5","10.6","41.6","10.5","7.9","5.4","50.5","10.6","43.3","10.5","7.2","4.4","25.3","(X)","33.2","(X)","22.8","(X)","25309","5673","22500","7186","26033","7322","-","**","30938","28284","-","**","-","**","56550","31292","21685","8975","22969","9319","25366","9748","36607","22639","26216","15571","11321","3424","53235","34645","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21288","4599","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1519","129","59.3","7.7","23.7","6.5","0.0","1.8","8.2","6.2","0.0","1.8","6.5","6.5","2.3","2.8","13.6","7.9","54.0","6.8","14.4","6.9","54.1","7.9","25.8","5.6","5.7","2.8","482","143","23.9","10.7","76.1","10.7","53.5","17.8","16.8","9.4","29.7","21.0","1037","164","43.6","9.1","28.2","7.2","15.4","6.8","56.4","9.1","36.0","9.7","20.4","8.9","25.9","(X)","14.5","(X)","25.4","(X)","35822","9542","38393","7732","38167","13787","-","**","(X)","(X)","-","**","57938","50656","-","**","58229","22083","35559","8042","16782","13012","42222","11217","31964","22157","42083","20199","54250","18175","44432","22764","58063","29909","(X)","(X)","(X)","(X)","(X)","(X)","29487","5137","32800","7384","30714","9063","44250","43163","28381","5521","24911","11618","31250","26781","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1165","111","63.7","7.7","13.1","5.3","0.0","2.3","16.9","5.8","0.0","2.3","0.0","2.3","6.3","4.6","5.3","5.0","60.3","7.1","9.4","4.4","29.2","6.0","18.8","6.0","42.7","8.1","275","86","18.2","14.3","81.8","14.3","80.0","14.2","11.6","11.0","8.4","11.3","890","121","51.7","10.6","41.3","9.8","10.3","6.0","48.3","10.6","40.0","9.8","8.3","5.5","28.7","(X)","45.8","(X)","23.4","(X)","19813","9923","31833","17701","(X)","(X)","-","**","13365","5742","-","**","-","**","(X)","(X)","(X)","(X)","30167","19708","9922","9292","61100","20391","50707","25606","10096","1840","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16724","12875","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3085","151","71.6","7.1","21.8","6.4","0.0","0.9","1.5","1.9","0.0","0.9","2.9","2.9","2.3","1.2","20.1","6.7","54.3","7.1","5.9","3.1","47.6","6.5","37.6","6.2","9.0","3.6","1146","178","49.6","10.7","50.4","10.7","63.5","13.6","27.4","14.7","9.1","8.0","1939","208","35.8","8.8","27.6","7.0","8.2","5.2","64.2","8.8","55.0","9.2","9.2","4.8","24.9","(X)","36.0","(X)","17.6","(X)","37338","10642","41250","17819","37000","11343","-","**","-","**","-","**","(X)","(X)","(X)","(X)","32275","10137","50000","14635","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","64362","16302","63793","22534","67594","30760","73953","33662","50511","22632","32000","17128","26902","5220","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
